kode,string
1790,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-36 adalah senilai Rp 79.541.550.547
1791,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-37 adalah senilai Rp 44.291.751.094
1792,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-38 adalah senilai Rp 126.620.874.322
1793,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-39 adalah senilai Rp 44.337.906.882
1794,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-40 adalah senilai Rp 78.870.902.098
1795,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-41 adalah senilai Rp 283.287.182.731
1796,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-42 adalah senilai Rp 1.183.460.686.084
1797,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-43 adalah senilai Rp 713.194.552.690
1798,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-44 adalah senilai Rp 143.258.284.963
1799,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-45 adalah senilai Rp 137.652.837.241
1800,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-46 adalah senilai Rp 919.661.527
1801,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-47 adalah senilai Rp 1.048.019.417.051
1802,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-48 adalah senilai Rp 192.172.931.979
1803,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-49 adalah senilai Rp 2.627.361.412.029
1804,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-50 adalah senilai Rp 1.345.474.361.255
1805,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-51 adalah senilai Rp 402.993.880.486
1806,Total PDRB Provinsi Sulawesi Barat yang berasal dari kode komponen I-52 adalah senilai Rp 538.756.521.234
1807,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 2010 adalah senilai Rp 132.214.633.014.045
1808,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 2020 adalah senilai Rp 233.681.925.011.778
1809,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 2045 adalah senilai Rp 8.120.040.163.649
1810,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 3011 adalah senilai Rp 199.898.546.981.672
1811,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 3012 adalah senilai Rp 4.544.823.543.563
1812,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 3020 adalah senilai Rp 37.747.453.162.334
1813,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 3030 adalah senilai Rp 141.475.862.975.817
1814,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen 3041 adalah senilai Rp 598.664.327.500
1815,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-01 adalah senilai Rp 23.473.662.081.025
1816,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-02 adalah senilai Rp 6.495.683.491.366
1817,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-03 adalah senilai Rp 10.738.172.944.657
1818,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-04 adalah senilai Rp 7.718.915.171.768
1819,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-05 adalah senilai Rp 1.300.668.028.214
1820,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-06 adalah senilai Rp 467.312.070.898
1821,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-07 adalah senilai Rp 25.305.552.609.147
1822,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-08 adalah senilai Rp 1.019.976.367.472
1823,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-09 adalah senilai Rp 36.762.848.480
1824,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-10 adalah senilai Rp 1.022.627.964.634
1825,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-11 adalah senilai Rp 8.468.823.752.753
1826,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-12 adalah senilai Rp 0
1827,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-13 adalah senilai Rp 28.478.188.151.826
1828,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-14 adalah senilai Rp 52.877.737.423
1829,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-15 adalah senilai Rp 1.999.389.369.633
1830,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-16 adalah senilai Rp 21.216.122.155
1831,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-17 adalah senilai Rp 921.148.860.138
1832,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-18 adalah senilai Rp 316.865.482.846
1833,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-19 adalah senilai Rp 181.093.370.053
1834,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-20 adalah senilai Rp 102.729.459.843
1835,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-21 adalah senilai Rp 21.530.762.500.426
1836,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-22 adalah senilai Rp 2.100.812.811.137
1837,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-23 adalah senilai Rp 717.167.240.161
1838,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-24 adalah senilai Rp 932.893.992.250
1839,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-25 adalah senilai Rp 119.447.900.689
1840,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-26 adalah senilai Rp 868.616.647.388
1841,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-27 adalah senilai Rp 1.399.911.658.665
1842,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-28 adalah senilai Rp 1.040.317.709.246
1843,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-29 adalah senilai Rp 104.351.033.787
1844,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-30 adalah senilai Rp 544.925.093.122
1845,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-31 adalah senilai Rp 45.907.259.553.493
1846,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-32 adalah senilai Rp 12.746.776.399.691
1847,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-33 adalah senilai Rp 41.380.320.562.383
1848,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-34 adalah senilai Rp 0
1849,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-35 adalah senilai Rp 8.815.838.692.013
1850,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-36 adalah senilai Rp 1.984.725.537.144
1851,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-37 adalah senilai Rp 419.943.630.882
1852,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-38 adalah senilai Rp 9.455.533.025.051
1853,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-39 adalah senilai Rp 5.907.610.788.544
1854,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-40 adalah senilai Rp 1.499.828.061.819
1855,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-41 adalah senilai Rp 8.339.935.901.749
1856,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-42 adalah senilai Rp 13.352.366.798.473
1857,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-43 adalah senilai Rp 10.908.295.266.188
1858,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-44 adalah senilai Rp 1.693.181.888.838
1859,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-45 adalah senilai Rp 1.711.282.288.065
1860,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-46 adalah senilai Rp 479.277.997.897
1861,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-47 adalah senilai Rp 14.192.630.739.673
1862,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-48 adalah senilai Rp 4.227.572.331.116
1863,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-49 adalah senilai Rp 14.205.916.311.648
1864,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-50 adalah senilai Rp 16.985.149.446.878
1865,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-51 adalah senilai Rp 5.308.701.493.903
1866,Total PDRB Provinsi Sulawesi Selatan yang berasal dari kode komponen I-52 adalah senilai Rp 7.013.579.002.821
1867,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 2010 adalah senilai Rp 40.020.811.706.931
1868,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 2020 adalah senilai Rp 73.263.946.339.415
1869,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 2045 adalah senilai Rp 733.898.394.127
1870,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 3011 adalah senilai Rp 53.326.575.837.371
1871,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 3012 adalah senilai Rp 2.044.200.230.230
1872,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 3020 adalah senilai Rp 16.395.065.198.007
1873,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 3030 adalah senilai Rp 55.081.429.118.616
1874,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen 3041 adalah senilai Rp 250.629.104.380
1875,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-01 adalah senilai Rp 3.432.254.888.731
1876,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-02 adalah senilai Rp 1.274.973.862.446
1877,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-03 adalah senilai Rp 10.252.985.438.825
1878,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-04 adalah senilai Rp 1.782.057.727.506
1879,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-05 adalah senilai Rp 224.288.954.052
1880,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-06 adalah senilai Rp 3.840.216.568.326
1881,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-07 adalah senilai Rp 8.492.729.669.221
1882,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-08 adalah senilai Rp 5.494.662.635.177
1883,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-09 adalah senilai Rp 0
1884,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-10 adalah senilai Rp 5.481.358.552.403
1885,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-11 adalah senilai Rp 4.924.939.617.938
1886,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-12 adalah senilai Rp 3.883.882.371.328
1887,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-13 adalah senilai Rp 2.582.402.691.344
1888,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-14 adalah senilai Rp 8.365.300.810
1889,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-15 adalah senilai Rp 184.772.803.919
1890,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-16 adalah senilai Rp 35.011.563.431
1891,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-17 adalah senilai Rp 1.274.541.234.169
1892,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-18 adalah senilai Rp 27.282.845.280
1893,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-19 adalah senilai Rp 56.035.199.039
1894,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-20 adalah senilai Rp 17.039.913.933
1895,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-21 adalah senilai Rp 2.571.335.210.888
1896,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-22 adalah senilai Rp 4.919.159.361.404
1897,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-23 adalah senilai Rp 210.015.051.951
1898,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-24 adalah senilai Rp 0
1899,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-25 adalah senilai Rp 41.447.442.838
1900,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-26 adalah senilai Rp 314.105.284.117
1901,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-27 adalah senilai Rp 49.425.752.313
1902,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-28 adalah senilai Rp 307.722.016.231
1903,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-29 adalah senilai Rp 27.899.736.411
1904,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-30 adalah senilai Rp 280.312.995.062
1905,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-31 adalah senilai Rp 11.381.790.298.517
1906,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-32 adalah senilai Rp 2.537.805.708.837
1907,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-33 adalah senilai Rp 9.039.145.730.923
1908,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-34 adalah senilai Rp 0
1909,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-35 adalah senilai Rp 1.743.925.032.138
1910,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-36 adalah senilai Rp 224.519.397.463
1911,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-37 adalah senilai Rp 72.023.862.875
1912,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-38 adalah senilai Rp 1.757.821.502.119
1913,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-39 adalah senilai Rp 274.008.988.059
1914,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-40 adalah senilai Rp 339.316.790.508
1915,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-41 adalah senilai Rp 1.605.384.557.119
1916,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-42 adalah senilai Rp 3.115.044.835.922
1917,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-43 adalah senilai Rp 2.561.224.026.302
1918,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-44 adalah senilai Rp 418.060.753.897
1919,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-45 adalah senilai Rp 263.596.633.187
1920,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-46 adalah senilai Rp 32.263.052.893
1921,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-47 adalah senilai Rp 3.090.767.410.805
1922,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-48 adalah senilai Rp 486.694.904.415
1923,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-49 adalah senilai Rp 6.220.722.767.006
1924,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-50 adalah senilai Rp 3.869.787.775.300
1925,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-51 adalah senilai Rp 1.346.883.556.775
1926,Total PDRB Provinsi Sulawesi Tengah yang berasal dari kode komponen I-52 adalah senilai Rp 1.646.644.166.314
1927,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 2010 adalah senilai Rp 33.603.416.512.954
1928,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 2020 adalah senilai Rp 51.505.955.184.572
1929,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 2045 adalah senilai Rp 2.408.710.469.181
1930,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 3011 adalah senilai Rp 50.903.977.593.419
1931,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 3012 adalah senilai Rp 977.502.609.938
1932,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 3020 adalah senilai Rp 14.265.289.863.289
1933,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 3030 adalah senilai Rp 40.458.527.124.672
1934,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen 3041 adalah senilai Rp 191.624.515.069
1935,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-01 adalah senilai Rp 2.468.313.052.542
1936,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-02 adalah senilai Rp 1.753.366.993.974
1937,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-03 adalah senilai Rp 1.978.398.471.817
1938,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-04 adalah senilai Rp 638.262.247.494
1939,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-05 adalah senilai Rp 129.144.346.118
1940,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-06 adalah senilai Rp 242.345.236.872
1941,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-07 adalah senilai Rp 10.349.921.034.975
1942,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari kode komponen I-08 adalah senilai Rp 0
